"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112"
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503333333333333,0,0,1.48766666666667,0,0,0.910666666666667,1.00033333333333,0,0,2.57366666666667,3.67833333333333,0.0503333333333333,0,4.37966666666667,0,3.50266666666667,1.783,0.670333333333333,1.926,3.38233333333333,6.05433333333333,0.469333333333333,0.458666666666667,0.14,0.290333333333333,3.313,0.0503333333333333,2.226,5.90466666666667,0.451666666666667,0.150666666666667,5.86833333333333,0,0,5.167,3.784,1.73566666666667,5.06033333333333,0.0896666666666667,4.49,0,2.36533333333333,0,0.698333333333333,0.248666666666667,3.443,1.20733333333333,0.480666666666667,0,2.723,0,4.94233333333333,0.100333333333333,0.499666666666667,4.50933333333333
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,0.305,9.0445,1.748,0.9145,0,5.742,5.5185,0,0,0.9145,0,0.61,0,1.0265,11.128,0,0,0,0,0,0,3.0795,0,7.3275,3.608,0.4165,0,8.689,0,0,1.0265,0.4165,0.7215,11.4435,1.25,0.4165,0,0,0.305,0,0,0.305,0.9145,0.9145,0,1.748,0,3.3535,0,0,0.305
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626,0.113,0,0.288,0.384,0.44,4.9,1.146,0.914,0,6.135,6.67,0.113,0,1.941,0.35,0.937,0,1.576,3.771,0.226,0.35,0,0,0,0.056,5.107,0,5.064,5.354,0,0,3.295,0,0,1.044,1.258,0.784,4.804,0,2.037,0,2.761,2.017,1.864,0,0.152,1.558,10.991,0,1.681,0,3.696,0.451,0,4.796
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.138,0,0,3.81142857142857,0.107428571428571,0.382571428571429,0.730857142857143,1.81142857142857,2.45057142857143,0,1.66014285714286,3.55571428571429,0.0244285714285714,0,0.709142857142857,0,4.65,0.829571428571429,1.73128571428571,1.00685714285714,4.00342857142857,1.36457142857143,0.613571428571429,0.120857142857143,0.314571428571429,0.043,6.33271428571429,0.00285714285714286,1.84557142857143,11.6477142857143,0.0472857142857143,0,0.955,0,0,4.001,4.78042857142857,0.764142857142857,7.599,0,5.48585714285714,0,6.79085714285714,0.0125714285714286,0.44,0.075,1.84942857142857,0.234285714285714,0.237142857142857,0,2.48314285714286,0,5.43885714285714,0.075,0.483714285714286,1.90814285714286
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.093,0,0,2.19,0,0,1.901,4.55733333333333,0,0,1.55033333333333,0.773666666666667,0.259333333333333,0,3.291,2.11433333333333,3.68433333333333,2.22366666666667,0.995,1.488,2.988,3.291,0,0,0,0.648666666666667,3.19233333333333,0,4.11366666666667,5.886,0.129666666666667,0,2.988,2.46433333333333,0.128333333333333,1.35633333333333,1.846,1.33766666666667,9.734,0,2.532,0,0.664333333333333,0,2.372,0,3.38766666666667,0.259333333333333,0.28,0,0.778333333333333,0,2.542,1.09866666666667,0.258,1.46433333333333
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4628,0,0,0.7258,0.0682,0.6694,3.3222,3.917,0.1408,0,3.6118,9.618,1.2624,0.1398,0.9716,0.0682,1.9844,3.9028,5.8184,3.0164,3.3462,1.643,0.5618,0.0222,0.208,0,2.9224,0.1778,3.3902,1.2604,0.0222,0.3412,0.8718,0.1398,0.302,1.4218,2.5736,3.4284,7.54,0,3.0926,0,4.9506,2.098,2.1424,0.4226,2.0306,0.7312,2.9794,0,2.0682,0,2.2286,0,1.336,0.6246
"41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111,0,0,0,1.111,1.111,5.556,0,0,0.556,3.889,0,0,0,0,2.222,1.667,2.222,6.667,1.667,0,0,0,0,0,11.111,0,0.556,3.333,0,0,3.333,0,0,2.778,2.778,0,6.667,0,3.889,0,0.556,0,0,0,1.667,0,1.111,0,0,0,7.222,1.667,0,0
"42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.248,0.062,1.553,2.547,0,0.062,4.224,7.516,0.373,0.062,1.366,0.124,10.062,4.783,5.155,1.242,1.739,1.304,0.621,0,0.248,0,0.683,0,5.714,6.398,0.124,3.106,1.553,0,1.056,3.789,2.919,3.354,5.404,0.124,3.168,0,1.677,0,1.615,0.124,5.031,2.981,1.242,0,2.422,0,1.491,0.248,0.062,0.683
"43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1525,0,0,1.2255,0,0.1775,1.209,1.9025,0,0,1.4025,2.539,1.4595,0,2.862,0,1.58,0.516,4.587,1.314,2.6845,0.266,0.6935,0,0.975,0,1.6525,0,3.337,11.9775,0,0.266,0.532,0,0.532,3.6755,3.5555,4.176,6.224,0,7.1105,0,1.3865,0.6205,1.4595,0,2.539,1.241,11.2225,0,1.298,0,2.4665,0,5.128,0.9595
"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427,0,0,0.659,0.11,0,4.501,6.476,0,0,4.061,0.329,0.988,0.11,2.415,0,6.586,0.22,8.452,0,1.098,0,0,0,0,0,4.391,0,1.207,6.367,0,0,1.756,0,0,8.452,11.855,0.988,9.55,0,4.72,0,0.988,0,0,0.988,0,1.098,0.22,0,0.22,0,0,0,1.756,5.708
"45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556,2.778,0,0,2.778,1.111,0.556,0,0,1.667,3.889,0,2.222,0.556,3.333,4.444,0,3.333,3.889,1.667,2.222,0,1.667,0,2.222,0.556,5,2.222,0,0,0,0,0,0,2.778,7.222,6.111,1.667,2.222,0,0.556,0,2.222,0.556,2.778,0,0,0,2.222,0,6.111,0,0,0.556
"46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.527,0,0,41.985,0,0,0,0,0,0.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58,0,0,0.763,0,0,0,1.527,0,0,0,0,0.763,0.763,0,0,0,0,0,0,3.817
"47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.439,0,2.439,0,0,0,10.976,1.22,1.22,0,0,0,1.22,0,0,0,0,1.22,0,0,0,0,0,0,1.22,3.659,0,0,0,0,0,43.902,6.098,1.22,4.878,0,2.439,0,0,0,1.22,0,0,1.22,0,0,0,0,3.659,0,2.439,3.659
"48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.093,0,0,2.062,1.031,0,0,5.155,7.216,1.031,0,1.031,0,0,0,0,1.031,5.155,1.031,0,0,0,0,1.031,1.031,4.124,4.124,0,0,0,0,0,7.216,5.155,2.062,5.155,0,4.124,0,2.062,0,1.031,1.031,1.031,1.031,0,0,1.031,0,4.124,1.031,0,4.124
"49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558666666666667,0,0,4.71233333333333,0.599,0.143333333333333,1.65,0,0.723333333333333,0,0.813,3.65733333333333,0.750666666666667,0,2.436,0.517666666666667,2.21433333333333,1.15133333333333,8.09366666666667,0.861333333333333,1.75133333333333,2.47833333333333,2.17366666666667,0.745,0.6,0.379666666666667,1.822,0.303666666666667,2.52466666666667,4.38133333333333,2.76666666666667,0,0,0,0,0.143333333333333,2.064,3.711,12.938,0.076,2.621,0,6.13466666666667,0,1.25433333333333,0,3.37433333333333,3.02233333333333,1.07633333333333,0,2.145,0.152,3.66466666666667,2.10933333333333,0.329666666666667,1.13233333333333
"50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.626,0,2.439,3.252,0,0,0,0,0,0,8.943,0,0.813,0,1.626,3.659,1.626,0,0,0,0,0,0,0,3.659,2.846,0,0,0,0,0,3.659,1.626,2.033,4.472,0,3.252,0,0,0,0,0,4.878,0,28.455,0,0.407,0,8.943,0,9.756,0.813
"51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.128,0,0,0,11.702,13.83,0,0,1.064,0,1.064,0,0,5.319,1.064,0,0,0,0,0,3.191,0,2.128,4.255,0,0,3.191,0,0,2.128,2.128,0,2.128,0,3.191,0,0,0,0,1.064,0,0,10.638,0,0,0,0,0,0,4.255
"52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.748,0,0,0.576,1.295,0,0,0,1.871,0,0.576,2.446,0,8.489,1.007,0,2.59,5.18,1.007,0,0,0.576,0,0.432,0,0,4.892,0.432,0,1.583,0,2.878,4.604,3.453,6.043,15.54,1.583,8.921,0,0,0,0.576,0,13.237,1.007,0,0,0.719,0,0.719,0.144,0,0.863
"53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379,0,0,0,0.758,0,0.758,1.894,0,0,1.894,6.818,1.515,0,3.03,0,30.682,0,1.515,4.167,1.515,0.379,1.515,0,0.379,2.273,0,0,4.924,2.652,5.682,0,3.788,0,0,1.515,1.515,0.379,0.379,0,3.788,0,1.136,0,0,0,5.682,0.758,0,0,3.788,0,3.03,1.515,0,0
"54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.725,0.545,1.09,0,2.452,4.087,0,0,2.725,0,0.545,0.272,1.635,2.18,2.452,3.815,0,1.635,0,0,0.545,0,0.817,2.725,0,0,1.635,0,0,8.992,8.719,6.267,4.36,0,5.722,0,2.18,0,8.447,0,1.09,2.725,0,0,4.632,0,5.45,0,0.545,4.087
"55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,1.01,3.03,0,0,0,4.04,6.061,3.03,0,1.01,0,0,0,6.061,3.03,1.01,2.02,0,2.02,0,0,4.04,2.02,8.081,3.03,0,0,1.01,1.01,0,0,2.02,5.051,4.04,0,3.03,0,0,0,1.01,0,2.02,2.02,3.03,0,5.051,0,3.03,0,0,1.01
"56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658,0,2.632,0,3.289,0,0.658,1.316,0.658,0,3.947,7.895,1.316,1.316,0,0,3.289,10.526,17.763,0,0,1.974,0,0,0,0,0,0,0,0,1.316,2.632,0,0,1.316,0.658,0,3.947,2.632,0,1.974,0,3.289,0,0,0,3.289,1.316,3.289,0,5.921,0,5.921,0,3.947,0
"57",0.403909090909091,0.649315789473684,0,0.331785714285714,0,0,0,3.1815,0.1495,0,0.3099,0,0.908,0.120083333333333,0,0,0.579,0,0.964,0.8285,0.604,3.604,5.8575,0,0,1.262,0.421,0.474,0,0,9,0,0,0.3226,0.0503333333333333,0,0.626,1.138,6.093,0.4628,0,0,1.1525,1.427,0,0,0,0,0.558666666666667,0,0,0,0.379,0,0,0.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",0,0,0,0.00614285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0.0583333333333333,0,0,3.19775,0.159,0,0.302,0,0,0,0,0,0,15.287,0,0,0,0,0,0,0.113,0,0,0,1.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",0,0,0,0.829714285714286,0,0,0,0,0,0,0.0562,0,0,0,0,0,0.174666666666667,0,0,4.79025,0,0,0.201,0,0,0,0,0,0,3.185,0,0,0.606,0,0,0,0,0,0,0,0,0,0,0,0.556,0,0,0,0,0,0,0,0,0,0,2.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",0.681272727272727,0.166315789473684,3.5,0.744714285714286,1.064,0,1.381,0,0.584583333333333,0,0.4303,0,1.413,0.720083333333333,1.6092,0,0.625,0,0.55275,1.9445,5.484,2.703,2.1125,0,1.399,0,0,1.779,0,7.643,0,0.607,2.90066666666667,3.2904,1.48766666666667,0,0.288,3.81142857142857,2.19,0.7258,0,0.87,1.2255,0.659,2.778,0,0,3.093,4.71233333333333,0,0,4.748,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",0.0596818181818182,0.106684210526316,0.9,0.238714285714286,0,0,0,0,0.170083333333333,2.857,0.4648,0,0,0.120083333333333,6.0934,0,0,0,0.414,0,0,0,0,0,0,1.262,1.406,1.423,0,0,1.8,0,0,0,0,0.305,0.384,0.107428571428571,0,0.0682,0,0.248,0,0.11,0,0,2.439,0,0.599,1.626,0,0,0.758,0,0,3.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",1.43590909090909,0.407368421052632,0,0.524928571428571,0,0.813,0,1.213,0.906833333333333,5.714,0.2332,0,0.05,0.41,4.5744,10,1.04766666666667,12.5,0.2745,0.1405,0.159,2.703,4.4075,2.174,1.0045,0,0.741,0,0,1.274,1.8,0,0,0.3226,0,0.305,0.44,0.382571428571429,0,0.6694,1.111,0.062,0.1775,0,0,0,0,0,0.143333333333333,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",1.68409090909091,1.47810526315789,0,1.58728571428571,1.489,1.626,0,0.8195,0.651416666666667,0,1.7603,0,0.757,7.57825,3.2184,0,0.325,37.5,2.744,0.429,2.241,0.901,6.5615,0,3.3915,0.315,1.545,1.661,0,1.911,0,2.245,2.323,1.9778,0.910666666666667,9.0445,4.9,0.730857142857143,1.901,3.3222,1.111,1.553,1.209,4.501,2.778,0,2.439,2.062,1.65,2.439,2.128,0.576,0.758,2.725,3.03,0.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",0.579727272727273,0.994368421052632,0,3.65585714285714,0.319,4.065,4.696,2.459,2.85041666666667,0,3.2755,0,1.766,0.94675,0,0,0,0,1.24,0.148,0.5085,0,1.9525,2.174,0.7575,1.893,1.7,1.542,0,0.637,1.8,2.002,2.66933333333333,0.7986,1.00033333333333,1.748,1.146,1.81142857142857,4.55733333333333,3.917,5.556,2.547,1.9025,6.476,1.111,0,0,1.031,0,3.252,0,1.295,1.894,0.545,0,1.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",0,0.329368421052632,0,0,0,0,0,0,0.15,0,0.0061,0,0,0.0450833333333333,0,0,0,0,0,0,0,0,0,2.174,0.7575,0,0,0,0,0.637,0,0.061,0,0.3334,0,0.9145,0.914,2.45057142857143,0,0.1408,0,0,0,0,0.556,0,0,0,0.723333333333333,0,0,0,0,1.09,0,0.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",0.140227272727273,0,0,0.0533571428571429,0.213,0.813,0,0,0,0,0.0186,0,0,0.563666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0.061,0,0,0,0,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",1.65154545454545,4.82110526315789,0,1.02385714285714,0.532,5.691,1.105,4.0985,1.63333333333333,0,0.9714,0,0,3.224,1.6092,10,0.722666666666667,0,3.44125,3.09,2.0825,0,8.3725,0,2.688,6.309,5.307,2.372,0,3.185,6.3,4.733,0,0,2.57366666666667,5.742,6.135,1.66014285714286,1.55033333333333,3.6118,0.556,4.224,1.4025,4.061,0,0,10.976,5.155,0.813,0,11.702,0,1.894,2.452,4.04,3.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",1.93054545454545,4.97868421052632,1.8,3.45928571428571,0.851,8.13,4.144,2.459,2.89575,2.857,1.5367,0,2.321,4.4925,2.712,0,1.57333333333333,0,2.873,2.4285,5.723,3.604,12.62,6.522,1.12,7.571,6.14,5.813,0,13.376,7.2,4.187,5.01466666666667,0.6666,3.67833333333333,5.5185,6.67,3.55571428571429,0.773666666666667,9.618,3.889,7.516,2.539,0.329,1.667,1.527,1.22,7.216,3.65733333333333,0,13.83,1.871,6.818,4.087,6.061,7.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",0.0818181818181818,0.532473684210526,0,0.8675,0.213,0,0,0,1.47908333333333,0,0.9952,1.163,0,0.94,10.757,0,0.104,0,3.43075,0.122,3.1315,0.901,3.16,0,2.39,0,0,0,0,0,1.8,0,0,0,0.0503333333333333,0,0.113,0.0244285714285714,0.259333333333333,1.2624,0,0.373,1.4595,0.988,3.889,0,1.22,1.031,0.750666666666667,0,0,0,1.515,0,3.03,1.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",0.0954545454545454,5.20447368421053,0.9,0.292,0,0,0.829,0,0.943166666666667,0,0.2683,0,0.303,0.0635833333333333,0,0,0,0,0,0.29575,0.3495,0,0,0,0,0.946,0.315,0.593,0,0,0,0.667,0,0,0,0,0,0,0,0.1398,0,0.062,0,0.11,0,0,0,0,0,0,0,0.576,0,0,0,1.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",6.13627272727273,0.747789473684211,6.1,4.67557142857143,0.319,4.065,0.276,4.4275,2.62516666666667,0,13.6598,5.222,3.128,0.487333333333333,1.356,0,1.432,0,4.693,2.03375,0.175,0.901,1.308,0,4.1355,18.927,15.806,1.068,0,0,2.7,1.638,0,3.6344,4.37966666666667,0.9145,1.941,0.709142857142857,3.291,0.9716,0,1.366,2.862,2.415,2.222,41.985,0,1.031,2.436,8.943,1.064,2.446,3.03,2.725,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",0,0.0263157894736842,0,0.1995,1.17,0,0.552,0.7875,0.01825,0,0.0084,0,0,0.22525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0,0,0.35,0,2.11433333333333,0.0682,0,0.124,0,0,0.556,0,0,0,0.517666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",1.05013636363636,2.01126315789474,4.4,6.966,7.553,2.439,9.116,3.608,10.1013333333333,0,8.4409,0,10.949,0.950166666666667,9.6542,0,3.71666666666667,0,6.74575,4.0155,5.182,1.802,1.4085,0,1.2835,0.631,0.951,6.643,0,0,1.8,2.791,2.27266666666667,3.856,3.50266666666667,0.61,0.937,4.65,3.68433333333333,1.9844,2.222,10.062,1.58,6.586,3.333,0,1.22,0,2.21433333333333,0.813,1.064,8.489,30.682,0.545,0,3.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",0,0,0,0.683714285714286,0,4.878,2.762,0.3935,2.06883333333333,5.714,0.1266,0,1.261,0.0900833333333333,13.9754,0,0.489666666666667,0,6.073,1.2275,2.273,1.802,2.314,0,2.5835,3.785,1.262,6.287,0,0,0.9,3.034,3.492,0.6666,1.783,0,0,0.829571428571429,2.22366666666667,3.9028,1.667,4.783,0.516,0.22,4.444,0,0,0,1.15133333333333,0,0,1.007,0,0.272,0,10.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
